1,286,3.8323588
2,174,4.7777777
2,172,4.75
2,7,4.5
2,181,4.5
2,168,4.0
3,50,4.75
3,222,4.75
3,121,4.5
4,257,4.75
4,405,4.5
4,121,4.5
4,98,4.5
4,222,4.3333335
5,258,4.3333335
5,294,3.5
5,286,3.0
5,300,3.0
5,288,2.6666667
8,98,4.8333335
8,100,4.7777777
8,269,4.5
8,173,4.5
8,1,4.333333
9,288,4.0
9,300,3.0
10,300,3.753877
10,172,3.5
10,258,2.4922462
11,50,4.7777777
11,174,4.5
11,172,4.416667
11,127,4.25
11,1,4.1666665
12,405,4.25
12,288,3.6666667
12,294,3.3333333
12,269,3.0
14,237,3.7476916
15,294,3.3333333
15,288,3.3333333
15,172,3.0
16,181,4.5079703
16,50,4.1633387
17,50,4.666667
17,181,4.666667
17,98,4.5
17,210,4.5
17,168,3.5
18,258,3.0061138
18,288,1.9882534
19,181,4.25
19,50,4.0
19,286,3.5
20,127,4.75
20,300,4.5
20,7,4.25
20,100,4.25
20,258,4.0
21,173,5.0
21,195,4.7505903
22,288,4.0
22,98,3.9962475
22,300,3.9937522
22,56,3.6619325
23,300,4.4919977
23,288,3.3280132
24,50,4.5
24,181,4.5
24,1,4.0
24,210,4.0
25,117,4.0
25,286,3.9915826
25,237,3.4937587
25,294,1.9889163
26,98,4.668993
26,56,4.668993
26,168,3.2236474
26,173,2.4683766
27,181,4.6666665
27,98,4.5
27,300,4.0
27,269,3.6666667
27,127,3.6666667
28,127,4.7527046
28,269,3.8468156
29,172,5.0
29,174,5.0
29,173,4.8333335
29,50,4.6666665
29,100,4.3333335
30,300,5.0
30,288,4.327353
30,168,4.253379
30,98,4.253379
30,117,3.753379
32,286,4.5
32,269,4.0
32,300,3.6666667
32,258,3.5
33,286,4.8333335
33,269,4.666667
33,100,4.6666665
33,98,4.5
33,7,4.0
34,56,4.6666665
34,79,4.5
34,174,4.25
34,100,4.166667
34,7,3.5
35,286,4.0
35,7,4.0
35,56,4.0
35,405,3.8333333
35,222,3.8333333
36,50,4.833333
36,181,4.3333335
36,258,3.0
37,100,5.0
37,98,4.5
37,286,3.8333333
37,173,3.0
38,269,4.6666665
38,100,4.611111
38,286,4.5
38,7,4.5
38,98,4.25
39,181,4.3333335
39,237,4.3333335
39,174,4.0
39,405,4.0
39,127,4.0
40,127,5.0
40,50,4.5
40,195,4.5
40,117,4.0
40,168,4.0
41,269,3.494353
42,300,4.498662
42,269,3.108359
44,288,3.3153932
45,300,4.0
45,210,4.0
45,168,3.5
45,173,3.0
46,98,4.583333
46,79,3.75
46,1,3.6666667
47,300,4.5
47,210,4.25
47,294,3.1666665
48,300,4.6666665
48,405,4.25
48,121,4.25
48,288,4.0
49,127,5.0
49,288,3.2436051
49,237,2.4872103
50,56,5.0
50,210,4.833333
50,174,4.6666665
50,1,4.5
50,258,3.5
51,98,4.5
51,258,3.8333335
51,288,3.5
51,294,3.0
52,1,5.0
52,269,4.0
52,294,3.0
52,300,3.0
52,286,2.6666667
53,286,4.8333335
53,288,4.0
53,294,3.0
53,173,3.0
54,300,4.0
54,294,2.75
55,127,4.5
55,258,4.4444447
55,269,4.0
55,286,3.6666667
55,300,3.0
56,269,3.676373
56,286,1.6763729
57,269,4.5090895
57,300,4.0100713
58,288,3.0
58,258,3.0
58,286,2.0
59,269,3.3318946
60,300,3.6663213
60,294,3.372586
60,288,2.8250122
61,181,4.5
61,174,4.5
61,237,4.5
61,210,4.25
61,50,4.0555553
63,56,5.0
63,7,5.0
63,195,4.75
63,210,4.25
63,168,3.25
64,294,4.02603
64,286,3.9852197
