2,195,4.911282
2,117,4.357682
3,286,4.333768
4,174,4.1745114
8,121,4.0
9,174,4.9278946
9,79,4.830246
9,222,3.6953022
9,173,3.687324
10,210,4.2350554
10,117,4.0906973
10,121,4.0
10,405,3.819698
10,151,3.447987
11,257,4.3671527
11,117,4.3577237
11,181,3.7845054
12,1,4.66304
12,210,4.3757977
12,117,4.3018274
14,79,4.359813
14,117,3.0961404
14,257,3.0621064
15,79,4.810072
16,173,5.0
17,257,4.0186176
17,405,4.0172534
17,121,3.772912
17,173,3.6889272
17,79,3.4728785
18,405,4.242345
18,121,4.081772
19,79,4.2517796
19,117,4.0842543
19,151,4.0059533
19,121,2.5211756
20,168,4.406903
21,168,2.7380242
23,210,4.099941
24,172,4.923619
24,195,4.908745
24,168,4.883408
25,210,4.1703215
26,195,3.8867848
26,79,3.8599792
27,195,4.2562704
27,151,3.796053
29,151,4.5
29,117,4.3862805
29,222,4.1961236
29,121,3.3084853
30,79,4.390821
30,405,2.8915374
32,237,4.211327
32,1,3.8679814
32,168,3.6774106
33,181,4.4909925
33,121,4.1877594
33,237,4.164166
35,210,4.582238
35,117,4.1638145
35,151,2.693157
36,173,5.0
36,100,4.6975265
36,174,4.6862874
36,286,2.628281
37,151,3.5116446
38,151,3.8549879
38,174,3.1643062
40,7,4.0501294
41,117,3.479549
42,117,4.6420865
42,257,3.7284498
44,117,4.80002
45,269,3.7360415
45,56,3.2655334
46,172,4.7454085
47,195,4.759609
47,172,4.7550263
47,222,4.308617
50,405,4.386238
50,127,2.455411
51,237,3.8811984
51,1,3.8801267
52,210,4.3101425
55,151,4.0
57,98,4.6939516
58,79,4.8073673
61,98,4.8889966
61,56,4.5053997
61,222,4.0230513
63,151,3.9950511
65,172,5.0
66,168,2.793155
67,294,2.902427
68,172,5.0
68,210,3.6841083
73,151,4.245899
73,117,3.7541008
73,405,3.6123528
74,257,3.2315676
76,173,4.914113
76,168,4.662413
78,100,3.9003365
78,151,3.444077
79,172,4.361056
79,210,4.2142305
79,117,3.992977
80,168,4.5083566
80,257,4.121249
82,172,4.584323
84,168,4.3929124
86,210,4.1429787
86,121,4.1227264
87,117,4.0
88,294,4.664524
88,210,4.1651583
88,405,4.0
88,117,3.8208318
88,222,3.5032523
89,174,4.9874325
89,56,4.3916116
90,210,4.8548293
90,121,4.253701
91,222,3.8251688
93,168,4.5021863
93,237,3.579105
96,117,3.6182961
98,237,4.4994965
98,151,4.3734417
98,258,4.223112
98,288,3.9465659
98,121,3.6680026
100,173,5.0
100,79,4.8348985
100,181,4.8348985
101,210,4.150479
103,269,4.3601165
105,117,4.631256
105,222,4.5300965
105,100,4.2235074
105,195,3.996963
105,151,3.6888273
106,222,4.5814967
106,151,4.2147903
106,195,3.8485274
106,56,3.674493
107,257,4.9032793
107,173,4.7583776
107,79,3.7961802
107,237,3.3780832
110,405,4.2672677
110,210,3.4855216
111,151,4.386436
111,79,4.1243105
111,117,3.8346272
112,172,4.2480965
112,151,4.0587687
112,127,4.021379
112,98,3.6547518
112,405,3.0
114,79,4.1858983
114,405,2.9041488
115,168,4.6786575
115,1,4.4329715
116,405,3.8899891
116,151,3.2447717
120,172,4.4540844
123,172,4.3262973
123,56,3.8381245
126,168,5.0
126,121,4.505866
126,257,4.0087676
126,405,3.0
127,121,4.439107
127,405,3.9058168
129,172,4.5310264
129,79,4.527502
129,121,4.4369245
129,7,4.250603
129,181,3.8129308
131,181,4.54892
131,172,4.4254317
131,121,4.314471
131,210,4.248568
131,151,4.2479596
132,237,4.3549585
132,168,4.312924
132,172,4.0
132,117,3.6675425
133,210,4.5456896
133,151,3.7438934
133,405,3.5196104
133,121,3.5122132
134,56,4.8260508
134,127,4.2168746
134,168,3.942142
134,237,3.548351
135,168,5.0
135,172,4.9076176
136,168,5.0
136,210,3.5352798
138,294,2.8208604
139,294,3.5203066
139,257,3.4508722
139,195,3.227538
139,405,2.8195114
139,210,2.6955235
140,151,4.6058307
141,98,3.6613524
142,195,4.906546
142,237,3.816293
143,121,4.1697917
144,121,4.4962664
146,117,4.437121
146,121,4.3714833
146,288,3.663533
147,168,4.666884
147,300,4.6642942
147,1,4.164291
147,237,4.158188
149,294,2.273712
150,405,3.5017183
150,210,3.420639
152,195,4.5957956
153,151,2.3989305
155,117,4.16593
155,269,4.142704
157,195,4.7557473
157,222,4.7434983
157,121,4.628371
157,79,4.6249456
157,237,4.4052463
159,181,4.137848
159,1,4.060824
159,79,3.870758
160,210,3.5200596
161,173,3.0509624
163,151,4.5096087
165,79,4.8340883
165,173,4.423957
165,121,3.8722825
166,172,4.6171775
166,79,4.497019
166,257,4.0
166,121,3.9770112
166,237,3.9655895
167,1,4.518196
167,56,4.5036616
169,79,4.4441495
169,173,4.338995
169,257,4.256839
170,172,4.8853083
170,195,4.615714
170,79,4.4141564
170,151,4.282318
171,195,4.759609
171,172,4.7550263
171,222,4.308617
